id,bought_id,product_name,sell_date,sell_price
672,1629,egg,2023-08-22,12.42
673,1631,chablis,2023-08-11,14.62
674,1635,canola,2023-08-17,10.85
675,1639,evergreen huckleberry,2023-07-25,13.58
676,1640,dried mixed fruit,2023-07-22,16.98
677,1641,ice cream bar,2023-07-02,3.6
678,1643,ice cream bar,2023-08-21,1.07
679,1644,dried mixed fruit,2023-08-15,1.78
680,1645,natal plum,2023-08-18,20.66
681,1648,cow & gate premium,2023-08-20,13.17
682,1651,chilli con carne,2023-08-20,8.38
683,1652,cheese spread,2023-06-13,5.1
684,1661,pops ,2023-08-07,5.26
685,1664,flat bread,2023-08-13,16.56
686,1666,custard apple,2023-07-28,15.59
687,1667,flat bread,2023-07-28,12.92
688,1668,applewood bacon,2023-08-22,10.88
689,1671,peanut butter,2023-08-05,21.32
690,1672,cardamom,2023-06-16,9.89
691,1673,lobster,2023-08-11,2.6
692,1675,mint sauce,2023-08-23,17.91
693,1677,collard green,2023-07-15,11.67
694,1681,liver loaf,2023-07-28,8.67
695,1685,mincemeat,2023-08-18,12.38
696,1687,sparkleberry,2023-07-25,1.82
697,1689,cheese spread,2023-06-17,15.36
698,1691,spiny lobster,2023-07-02,14.17
699,1692,syrup,2023-06-20,7.67
700,1703,chilli con carne,2023-08-01,5.23
701,1705,prosciutto,2023-08-05,6.77
702,1707,custard apple,2023-07-06,2.33
703,1710,guinea hen,2023-08-01,22.8
704,1719,organic sausage,2023-06-15,5.71
705,1720,canola,2023-06-28,3.87
706,1721,bacardi,2023-06-20,8.47
707,1723,jabuticaba,2023-07-03,13.79
708,1727,cocoa butter alternative,2023-07-12,18.9
709,1728,japanese chestnut,2023-06-22,4.86
710,1729,dried mixed fruit,2023-07-01,14.24
711,1733,salt,2023-06-21,1.23
712,1737,custard apple,2023-07-17,17.34
713,1739,ginger ale,2023-07-31,19.91
714,1740,liver loaf,2023-06-18,15.19
715,1741,champagne,2023-07-12,16.96
716,1742,fodder,2023-06-26,8.7
717,1743,beef bourguignonne,2023-07-22,13.3
718,1744,cracker,2023-08-01,11.8
719,1751,jackfruit,2023-08-02,9.29
720,1752,frijj,2023-07-29,5.13
721,1756,jabuticaba,2023-06-20,18.31
722,1757,spinach,2023-08-08,11.76
723,1763,collard green,2023-08-01,4.49
724,1764,jabuticaba,2023-07-04,13.89
725,1768,kitchen utensil,2023-06-18,6.85
726,1772,cardamom,2023-07-31,22.16
727,1777,fodder,2023-07-07,12.11
728,1781,chilli con carne,2023-08-02,18.68
729,1788,allspice,2023-07-27,12.63
730,1790,hamburger,2023-07-28,4.04
731,1792,hamburger,2023-07-25,15.03
732,1793,guinea hen,2023-07-03,17.59
733,1795,spinach,2023-08-10,16.25
734,1796,cheese spread,2023-07-28,13.01
735,1797,cooking oil,2023-06-29,2.44
736,1800,natal plum,2023-07-09,1.43
737,1802,applewood bacon,2023-08-07,9.51
738,1804,seasoning,2023-08-20,6.33
739,1809,boysenberry,2023-07-31,10.95
740,1812,frijj,2023-07-06,8.57
741,1815,guinea hen,2023-08-01,19.82
742,1817,canola,2023-06-15,5.39
743,1822,evergreen huckleberry,2023-06-21,0.87
744,1825,jackfruit,2023-08-22,3.14
745,1827,bacardi,2023-08-03,14.62
746,1831,sparkleberry,2023-08-15,16.19
747,1832,trout,2023-08-05,15.87
748,1834,spiny lobster,2023-07-05,1.76
749,1836,poppy,2023-06-24,6.11
750,1838,salt,2023-08-03,9.91
751,1839,natal plum,2023-07-26,8.84
752,1842,allspice,2023-07-08,14.44
753,1844,complan powder,2023-08-07,1.02
754,1845,corned beef,2023-08-14,3.95
755,1846,greek yogurt,2023-07-07,1.28
756,1848,fruit pastille,2023-07-12,17.95
757,1850,spinach,2023-07-20,9.23
758,1856,ginger ale,2023-06-16,2.11
759,1860,chablis,2023-07-29,5.54
760,1862,lobster,2023-06-23,17.3
761,1863,poppy,2023-07-25,9.97
762,1865,applewood bacon,2023-06-28,9.59
763,1868,mint sauce,2023-07-18,10.13
764,1870,frijj,2023-07-07,12.46
765,1872,elderberry,2023-08-10,3.66
766,1873,spiny lobster,2023-07-24,9.12
767,1879,fruit pastille,2023-07-22,6.94
768,1880,beef bourguignonne,2023-08-17,0.94
769,1881,donut,2023-07-22,7.57
770,1882,suet,2023-06-27,11.81
771,1884,trout,2023-07-06,5.19
772,1888,cheeseburger,2023-07-24,3.15
773,1892,cow & gate premium,2023-07-20,9.87
774,1894,organic sausage,2023-07-21,13.58
775,1900,custard apple,2023-07-31,5.95
776,1901,seasoning,2023-07-29,10.25
777,1902,donut,2023-06-28,15.58
778,1903,rice cake,2023-08-19,10.84
779,1905,beef bourguignonne,2023-07-21,11.43
780,1906,currant jelly,2023-07-18,0.8
781,1907,rice cake,2023-08-11,13.78
782,1909,frijj,2023-08-18,19.57
783,1910,custard apple,2023-08-15,14.5
784,1911,cardamom,2023-07-21,3.88
785,1917,flat bread,2023-08-21,10.14
786,1918,huckleberry,2023-07-22,12.33
787,1919,liver loaf,2023-07-08,17.84
788,1920,elderberry,2023-08-09,5.12
789,1921,greek yogurt,2023-07-04,12.62
790,1922,dried mixed fruit,2023-08-23,21.2
791,1924,elderberry,2023-08-17,2.49
792,1925,hamburger,2023-08-05,20.17
793,1929,jabuticaba,2023-07-06,12.17
794,1931,salt,2023-06-23,7.56
795,1934,beef bourguignonne,2023-07-04,8.55
796,1935,chilli con carne,2023-07-10,11.03
797,1936,huckleberry,2023-08-15,1.11
798,1938,spiny lobster,2023-07-31,2.64
799,1940,dried mixed fruit,2023-08-09,12.88
800,1944,yorkshire pudding,2023-08-07,9.4
801,1945,cardamom,2023-06-22,17.61
802,1948,peanut butter,2023-08-14,1.35
803,1950,suet,2023-08-10,6.32
804,1952,spinach,2023-08-03,4.22
805,1956,egg,2023-08-08,21.72
806,1958,champagne,2023-07-22,3.86
807,1959,lobster,2023-08-23,11.45
808,1960,cooking oil,2023-08-08,4.96
809,1963,passion fruit juice,2023-06-22,15.75
810,1965,beef bourguignonne,2023-07-24,8.26
811,1967,cardamom,2023-07-01,21.2
812,1969,yorkshire pudding,2023-08-05,10.9
813,1970,collard green,2023-07-07,9.15
814,1973,canola,2023-07-26,13.26
815,1976,pops ,2023-08-12,8.82
816,1978,salt,2023-07-09,5.2
817,1982,ginger ale,2023-06-22,5.76
818,1983,donut,2023-07-10,19.44
819,1990,jabuticaba,2023-07-09,3.49
820,1992,consomme,2023-07-29,7.98
821,1997,kitchen utensil,2023-07-26,15.7
822,1998,passion fruit juice,2023-08-14,9.35
823,2002,yorkshire pudding,2023-08-19,2.59
824,2003,cardamom,2023-07-10,9.97
825,2005,currant jelly,2023-06-25,13.99
826,2006,ice cream bar,2023-07-11,16.98
827,2012,spinach,2023-07-17,19.8
828,2014,pate,2023-07-20,7.68
829,2019,hamburger,2023-08-14,8.04
830,2020,champagne,2023-07-14,12.88
831,2021,evergreen huckleberry,2023-07-10,4.98
832,2022,boysenberry syrup,2023-06-30,19.93
833,2023,passion fruit juice,2023-08-15,2.08
834,2024,bacardi,2023-08-10,12.7
835,2025,evergreen huckleberry,2023-08-22,12.43
836,2031,fodder,2023-07-31,15.84
837,2035,pate,2023-08-04,13.06
838,2036,guinea hen,2023-08-14,12.04
839,2041,yorkshire pudding,2023-08-15,15.6
840,2042,spinach,2023-08-23,5.7
841,2044,cocoa butter alternative,2023-08-17,14.14
842,2047,currant jelly,2023-06-20,11.17
843,2052,canola,2023-06-22,12.14
844,2053,frijj,2023-08-11,10.77
845,2054,salt,2023-07-02,3.95
846,2055,ginger ale,2023-08-12,8.65
847,2057,seasoning,2023-07-16,9.17
848,2063,yorkshire pudding,2023-07-26,19.57
849,2065,peanut butter,2023-08-20,14.12
850,2066,japanese chestnut,2023-08-16,7.11
851,2067,mincemeat,2023-07-14,4.38
852,2070,allspice,2023-08-16,13.84
853,2072,cheese spread,2023-07-29,14.13
854,2075,currant jelly,2023-08-22,1.17
855,2081,huckleberry,2023-08-22,2.34
856,2082,salt,2023-06-17,19.12
857,2087,jabuticaba,2023-07-10,3.3
858,2088,boiled egg,2023-07-25,2.84
859,2092,boysenberry syrup,2023-07-21,1.7
860,2097,japanese chestnut,2023-07-16,9.48
861,2099,champagne,2023-07-19,9.73
862,2101,cooking oil,2023-07-26,14.78
863,2104,ginger ale,2023-06-26,18.2
864,2105,prosciutto,2023-06-20,13.67
865,2107,rice cake,2023-08-23,15.71
866,2110,champagne,2023-06-25,6.94
867,2113,complan powder,2023-06-29,21.78
868,2116,donut,2023-08-11,15.05
869,2119,mincemeat,2023-07-22,10.99
870,2120,jabuticaba,2023-08-10,18.16
871,2121,fruit pastille,2023-07-16,22.18
872,2122,huckleberry,2023-07-21,19.96
873,2125,applewood bacon,2023-08-06,10.18
874,2131,seasoning,2023-08-13,12.77
875,2132,consomme,2023-07-28,17.13
876,2133,cheeseburger,2023-08-15,19.41
877,2134,syrup,2023-08-06,23.45
878,2140,beef bourguignonne,2023-08-07,22.62
879,2143,huckleberry,2023-07-17,14.48
880,2149,pops ,2023-07-28,17.87
881,2151,trout,2023-07-19,2.02
882,2152,hamburger,2023-07-18,9.7
883,2154,chinese salted fish,2023-08-07,4.92
884,2155,suet,2023-07-30,5.73
885,2168,cheese spread,2023-08-15,18.35
886,2169,boysenberry syrup,2023-07-08,3.4
887,2170,natal plum,2023-08-23,14.86
888,2171,gem squash,2023-07-18,8.57
889,2174,pate,2023-08-04,4.76
890,2175,fruit pastille,2023-08-06,12.87
891,2176,beef bourguignonne,2023-07-09,20.05
892,2177,beef bourguignonne,2023-08-06,1.63
893,2180,gem squash,2023-08-16,12.99
894,2182,boiled egg,2023-07-04,3.97
895,2185,jabuticaba,2023-08-09,3.9
896,2187,gem squash,2023-07-30,11.45
897,2188,spiny lobster,2023-08-17,2.26
898,2189,chinese salted fish,2023-07-12,13.05
899,2190,fodder,2023-07-24,13.48
900,2191,fodder,2023-08-15,10.58
901,2192,mint sauce,2023-07-24,17.5
902,2199,chilli con carne,2023-08-11,2.92
903,2200,yorkshire pudding,2023-08-23,16.18
904,2211,complan powder,2023-08-23,21.64
905,2212,chablis,2023-07-26,8.56
906,2213,seasoning,2023-08-03,10.66
907,2214,flat bread,2023-08-03,19.49
908,2218,prosciutto,2023-07-31,21.55
909,2220,pops ,2023-07-28,2.19
910,2223,pilau,2023-07-18,23.62
911,2227,organic sausage,2023-06-28,4.23
912,2230,donut,2023-07-16,7.23
913,2231,currant jelly,2023-08-05,6.23
914,2238,cheeseburger,2023-07-24,10.5
915,2241,syrup,2023-08-15,3.58
916,2244,corned beef,2023-06-24,1.54
917,2247,canola,2023-07-09,18.05
918,2249,cow & gate premium,2023-07-24,11.3
919,2250,complan powder,2023-08-03,7.94
920,2252,peanut butter,2023-07-26,3.76
921,2255,spiny lobster,2023-07-11,2.2
922,2256,natal plum,2023-07-11,2.01
923,2258,lobster,2023-07-27,14.26
924,2260,cheese spread,2023-08-20,4.63
925,2266,collard green,2023-08-04,14.27
926,2268,dried mixed fruit,2023-08-11,3.26
927,2270,rice cake,2023-08-09,2.1
928,2272,cooking oil,2023-08-02,10.15
929,2274,cow & gate premium,2023-08-01,19.49
930,2278,jabuticaba,2023-08-22,20.29
931,2281,fruit pastille,2023-07-19,10.28
932,2284,syrup,2023-06-13,13.0
933,2289,seasoning,2023-08-09,11.6
934,2291,cooking oil,2023-07-21,22.47
935,2292,fodder,2023-08-19,9.78
936,2293,prosciutto,2023-06-30,1.37
937,2294,champagne,2023-07-09,1.79
938,2296,japanese chestnut,2023-08-11,14.68
939,2299,ginger ale,2023-08-11,5.18
940,2300,seasoning,2023-06-21,1.27
941,2301,risotto,2023-08-01,14.44
942,2303,spinach,2023-08-03,12.36
943,2306,evergreen huckleberry,2023-08-04,8.3
944,2310,collard green,2023-06-21,9.65
945,2313,kitchen utensil,2023-08-04,7.28
946,2314,spiny lobster,2023-07-25,1.63
947,2323,cooking oil,2023-08-15,11.41
948,2326,bacardi,2023-07-21,11.5
949,2327,japanese chestnut,2023-07-20,3.74
950,2329,mincemeat,2023-06-22,14.93
951,2330,consomme,2023-08-07,11.98
952,2331,rice cake,2023-08-10,8.99
953,2335,passion fruit juice,2023-08-08,6.82
954,2336,complan powder,2023-07-03,12.83
955,2340,jackfruit,2023-08-23,11.84
956,2344,suet,2023-07-08,7.84
957,2350,guinea hen,2023-07-22,2.34
958,2355,peanut butter,2023-08-11,5.48
959,2359,spiny lobster,2023-08-11,14.7
960,2362,corned beef,2023-06-27,11.38
961,2363,bacardi,2023-08-07,17.1
962,2365,trout,2023-07-22,1.16
963,2370,turbot,2023-06-23,14.43
964,2374,mint sauce,2023-08-20,4.12
965,2375,spiny lobster,2023-08-16,7.71
966,2378,hamburger,2023-08-11,17.73
967,2379,cheese spread,2023-07-17,22.36
968,2381,seasoning,2023-07-23,10.79
969,2382,elderberry,2023-07-22,15.1
970,2385,pakora,2023-07-13,2.16
971,2387,turbot,2023-08-20,13.72
972,2388,currant jelly,2023-06-21,17.78
973,2391,pilau,2023-08-05,13.5
974,2393,spinach,2023-06-26,5.28
975,2396,seasoning,2023-07-11,4.02
976,2397,spinach,2023-07-21,3.2
977,2401,organic sausage,2023-08-17,6.4
978,2407,spiny lobster,2023-07-24,6.66
979,2409,corned beef,2023-08-13,14.51
980,2410,pilau,2023-08-10,7.71
981,2411,boiled egg,2023-08-14,10.26
982,2412,pate,2023-07-14,14.26
983,2414,boysenberry,2023-07-24,4.53
984,2417,chablis,2023-08-12,3.5
985,2419,trout,2023-08-18,2.1
986,2421,fodder,2023-07-14,2.83
987,2422,egg,2023-07-24,5.18
988,2423,cheese spread,2023-08-15,17.17
989,2424,dried mixed fruit,2023-07-05,9.42
990,2425,champagne,2023-08-02,12.07
991,2426,salt,2023-08-17,6.88
992,2428,poppy,2023-07-02,6.42
993,2429,pakora,2023-06-30,13.34
994,2430,corned beef,2023-07-11,5.17
995,2434,organic sausage,2023-07-26,11.9
996,2436,beef bourguignonne,2023-08-03,6.44
997,2440,veggie burger,2023-07-11,9.26
998,2442,greek yogurt,2023-07-26,2.81
999,2445,mincemeat,2023-07-28,11.88
1000,2446,prosciutto,2023-07-12,1.99
1001,2447,boysenberry syrup,2023-07-02,14.7
1002,2448,evergreen huckleberry,2023-08-17,2.13
1003,2449,collard green,2023-07-22,19.54
1004,2452,boysenberry syrup,2023-07-31,23.18
1005,2456,fruit pastille,2023-08-20,15.33
1006,2458,huckleberry,2023-08-09,21.33
1007,2459,fodder,2023-07-24,3.3
1008,2460,guinea hen,2023-08-19,9.69
1009,2462,pops ,2023-06-22,13.14
1010,2464,evergreen huckleberry,2023-08-01,5.05
1011,2465,gem squash,2023-08-22,1.56
1012,2469,jackfruit,2023-07-07,9.06
1013,2470,poppy,2023-08-09,13.93
1014,2471,yorkshire pudding,2023-07-17,9.79
1015,2472,seasoning,2023-07-30,12.57
1016,2473,egg,2023-08-04,7.95
1017,2474,donut,2023-07-18,12.73
1018,2477,boysenberry syrup,2023-08-02,1.3
1019,2481,boysenberry,2023-08-12,7.05
1020,2484,jabuticaba,2023-07-29,9.17
1021,2485,turbot,2023-07-08,4.71
1022,2486,japanese chestnut,2023-06-30,15.47
1023,2489,donut,2023-06-15,21.76
1024,2490,lobster,2023-08-22,11.11
1025,2495,dried mixed fruit,2023-08-13,7.63
1026,2502,allspice,2023-08-09,9.55
1027,2505,allspice,2023-08-09,5.43
1028,2506,cracker,2023-07-19,14.3
1029,2513,chilli con carne,2023-07-16,11.62
1030,2516,donut,2023-07-08,9.27
1031,2517,consomme,2023-07-25,5.74
1032,2519,jabuticaba,2023-08-13,1.67
1033,2523,chilli con carne,2023-07-08,8.86
1034,2525,guinea hen,2023-07-25,11.88
1035,2528,rice cake,2023-07-12,13.8
1036,2529,syrup,2023-08-07,4.37
1037,2530,yorkshire pudding,2023-07-28,12.58
1038,2532,syrup,2023-07-09,2.79
1039,2534,sambar,2023-07-17,17.32
1040,2536,boysenberry,2023-08-17,13.18
1041,2537,jackfruit,2023-07-27,12.07
1042,2539,poppy,2023-07-29,4.1
1043,2540,cardamom,2023-07-14,14.65
1044,2542,canola,2023-07-02,5.85
1045,2546,boysenberry,2023-08-11,14.83
1046,2547,sambar,2023-06-28,18.1
1047,2548,prosciutto,2023-07-24,16.54
1048,2551,chablis,2023-06-28,20.58
1049,2556,fruit pastille,2023-07-06,16.48
1050,2560,guinea hen,2023-08-10,9.74
1051,2564,spinach,2023-06-20,11.14
1052,2565,passion fruit juice,2023-07-31,3.64
1053,2566,canola,2023-08-10,1.45
1054,2568,jackfruit,2023-06-27,13.6
1055,2576,beef bourguignonne,2023-08-17,16.15
1056,2577,boysenberry syrup,2023-08-23,11.61
1057,2580,rice cake,2023-07-19,9.32
1058,2582,syrup,2023-08-01,8.79
1059,2584,corned beef,2023-06-23,15.12
1060,2589,peanut butter,2023-07-20,4.44
1061,2592,bacardi,2023-08-04,15.33
1062,2594,trout,2023-08-22,4.9
1063,2595,rice cake,2023-06-28,5.9
1064,2598,frijj,2023-07-24,3.18
1065,2601,mint sauce,2023-08-10,24.5
1066,2603,chablis,2023-07-22,1.5
1067,2605,fruit pastille,2023-08-22,20.49
1068,2608,trout,2023-08-03,12.34
1069,2612,allspice,2023-08-08,14.62
1070,2614,egg,2023-08-09,5.53
1071,2615,veggie burger,2023-07-18,14.17
1072,2616,risotto,2023-08-08,21.65
1073,2617,syrup,2023-07-02,10.01
1074,2618,pate,2023-07-03,3.03
1075,2619,champagne,2023-08-02,10.21
1076,2620,seasoning,2023-07-19,17.37
1077,2621,pilau,2023-06-29,6.21
1078,2622,rapini,2023-06-28,16.7
1079,2623,natal plum,2023-07-25,22.18
1080,2625,rapini,2023-07-11,5.53
1081,2626,dried mixed fruit,2023-08-01,1.44
1082,2627,organic sausage,2023-07-24,6.07
1083,2628,fruit pastille,2023-07-28,21.41
1084,2629,custard apple,2023-07-22,7.74
1085,2630,frijj,2023-07-27,13.68
1086,2631,salt,2023-06-30,5.39
1087,2636,turbot,2023-07-18,1.52
1088,2640,complan powder,2023-08-07,18.66
1089,2643,custard apple,2023-08-12,4.22
1090,2648,pops ,2023-08-13,11.53
1091,2649,canola,2023-08-14,21.27
1092,2653,complan powder,2023-07-17,10.96
1093,2655,pate,2023-07-13,5.21
1094,2657,pops ,2023-08-22,21.55
1095,2658,poppy,2023-06-27,22.37
1096,2661,complan powder,2023-07-26,7.75
1097,2663,currant jelly,2023-07-23,13.86
1098,2668,cheese spread,2023-06-15,2.95
1099,2674,rice cake,2023-07-30,13.96
1100,2678,allspice,2023-08-18,11.8
1101,2680,flat bread,2023-08-21,14.86
1102,2687,risotto,2023-08-08,6.99
1103,2691,cracker,2023-08-22,13.08
1104,2693,peanut butter,2023-07-12,8.94
1105,2701,turbot,2023-08-18,2.03
1106,2702,cardamom,2023-07-28,4.67
1107,2705,pilau,2023-08-05,6.92
1108,2707,mint sauce,2023-07-06,15.59
1109,2709,donut,2023-07-17,5.1
1110,2710,chinese salted fish,2023-07-29,13.3
1111,2712,liver loaf,2023-08-04,2.7
1112,2713,currant jelly,2023-08-18,8.0
1113,2717,trout,2023-06-26,10.95
1114,2718,cocoa butter alternative,2023-08-05,3.84
1115,2724,fruit pastille,2023-08-08,15.18
1116,2725,gem squash,2023-07-28,2.65
1117,2727,cardamom,2023-08-06,7.73
1118,2728,suet,2023-07-08,4.86
1119,2729,pakora,2023-07-30,3.91
1120,2730,trout,2023-07-18,3.48
1121,2733,donut,2023-07-24,8.89
1122,2734,poppy,2023-08-06,7.98
1123,2738,organic sausage,2023-08-17,7.31
1124,2742,risotto,2023-07-15,20.12
1125,2744,poppy,2023-07-11,14.16
1126,2747,spiny lobster,2023-07-23,8.8
1127,2749,pops ,2023-08-01,13.8
1128,2750,pakora,2023-08-21,12.72
1129,2751,jackfruit,2023-08-21,2.26
1130,2753,mint sauce,2023-08-03,4.71
1131,2756,syrup,2023-08-22,23.47
1132,2757,spinach,2023-07-23,22.19
1133,2759,seasoning,2023-07-23,6.85
1134,2761,mincemeat,2023-08-08,3.16
1135,2764,canola,2023-08-07,3.71
1136,2767,champagne,2023-06-20,4.6
1137,2768,ginger ale,2023-08-17,21.02
1138,2770,canola,2023-08-20,18.97
1139,2771,fodder,2023-08-07,16.12
1140,2775,syrup,2023-08-23,18.39
1141,2776,japanese chestnut,2023-08-14,13.59
1142,2778,consomme,2023-08-07,10.79
1143,2781,boiled egg,2023-06-28,12.28
1144,2782,prosciutto,2023-08-15,20.11
1145,2783,chinese salted fish,2023-08-10,16.92
1146,2787,cheeseburger,2023-08-14,20.32
1147,2789,liver loaf,2023-07-12,3.2
1148,2790,liver loaf,2023-08-04,5.76
1149,2799,corned beef,2023-07-14,14.76
1150,2801,seasoning,2023-08-13,1.2
1151,2803,cheese spread,2023-06-23,7.87
1152,2804,organic sausage,2023-07-22,19.08
1153,2806,flat bread,2023-07-17,3.82
1154,2808,salt,2023-07-10,18.24
1155,2810,cheeseburger,2023-08-18,18.1
1156,2816,poppy,2023-08-10,5.42
1157,2818,bacardi,2023-08-02,11.61
1158,2819,salt,2023-07-24,12.68
1159,2822,cooking oil,2023-08-19,3.7
1160,2824,cracker,2023-07-16,2.51
1161,2825,kitchen utensil,2023-08-09,3.72
1162,2826,suet,2023-07-10,15.12
1163,2827,trout,2023-07-09,1.08
1164,2828,organic sausage,2023-06-26,6.95
1165,2829,huckleberry,2023-08-15,10.7
1166,2830,passion fruit juice,2023-08-14,5.18
1167,2835,consomme,2023-08-23,19.58
1168,2838,flat bread,2023-06-25,9.65
1169,2839,greek yogurt,2023-07-26,14.84
1170,2840,liver loaf,2023-08-17,3.89
1171,2841,pops ,2023-08-10,19.93
1172,2844,canola,2023-08-07,6.68
1173,2846,boiled egg,2023-07-21,11.81
1174,2847,japanese chestnut,2023-07-18,8.62
1175,2848,prosciutto,2023-06-28,19.97
1176,2849,chinese salted fish,2023-07-16,5.35
1177,2858,passion fruit juice,2023-08-02,3.7
1178,2859,yorkshire pudding,2023-07-09,20.95
1179,2861,cheeseburger,2023-07-30,5.24
1180,2862,peanut butter,2023-07-15,19.75
1181,2865,salt,2023-07-31,14.28
1182,2866,canola,2023-08-17,16.72
1183,2870,dried mixed fruit,2023-08-07,19.92
1184,2874,sambar,2023-06-30,7.33
1185,2878,dried mixed fruit,2023-08-04,8.4
1186,2881,dried mixed fruit,2023-08-18,18.1
1187,2888,cheeseburger,2023-07-13,14.98
1188,2889,salt,2023-08-20,19.02
1189,2891,cheese spread,2023-08-07,1.6
1190,2898,jabuticaba,2023-07-08,14.48
1191,2899,suet,2023-08-23,3.71
1192,2901,complan powder,2023-08-15,21.88
1193,2903,allspice,2023-06-26,10.68
1194,2904,cocoa butter alternative,2023-08-17,6.89
1195,2907,allspice,2023-08-02,11.7
1196,2911,canola,2023-06-19,18.23
1197,2913,passion fruit juice,2023-06-17,18.97
1198,2916,spiny lobster,2023-08-16,5.1
1199,2917,kitchen utensil,2023-08-05,4.96
1200,2920,liver loaf,2023-07-10,12.32
1201,2921,jackfruit,2023-08-15,19.98
1202,2928,risotto,2023-08-12,3.85
1203,2930,corned beef,2023-08-21,9.84
1204,2931,mincemeat,2023-08-05,17.97
1205,2934,applewood bacon,2023-08-07,13.57
1206,2935,elderberry,2023-08-19,8.49
1207,2937,frijj,2023-06-26,1.67
1208,2939,egg,2023-07-31,5.38
1209,2942,pate,2023-07-21,5.9
1210,2944,pakora,2023-08-12,10.1
1211,2945,cracker,2023-08-21,10.8
1212,2946,pate,2023-07-08,5.17
1213,2953,risotto,2023-07-28,4.22
1214,2954,organic sausage,2023-08-05,8.71
1215,2955,spinach,2023-07-07,11.65
1216,2956,chablis,2023-06-22,7.78
1217,2961,hamburger,2023-08-10,5.63
1218,2969,canola,2023-08-20,2.23
1219,2970,rice cake,2023-07-07,8.53
1220,2971,hamburger,2023-08-09,11.4
1221,2973,chilli con carne,2023-08-14,9.98
1222,2975,fodder,2023-08-18,1.23
1223,2976,yorkshire pudding,2023-06-30,11.38
1224,2977,peanut butter,2023-07-16,2.54
1225,2980,applewood bacon,2023-06-29,16.13
1226,2982,pops ,2023-07-30,16.09
1227,2983,peanut butter,2023-07-16,6.85
1228,2984,rice cake,2023-08-22,14.26
1229,2987,applewood bacon,2023-07-09,2.95
1230,2989,cheeseburger,2023-08-20,4.19
1231,2992,allspice,2023-07-14,15.93
1232,2993,boysenberry,2023-08-18,19.46
1233,2996,boiled egg,2023-08-07,21.34
1234,3003,salt,2023-08-06,5.64
1235,3011,pilau,2023-07-26,13.54
1236,3013,pops ,2023-08-17,13.67
1237,3014,complan powder,2023-07-18,3.21
1238,3020,boysenberry,2023-08-16,18.93
1239,3027,salt,2023-08-07,21.19
1240,3031,veggie burger,2023-07-27,9.71
1241,3033,sparkleberry,2023-06-28,12.33
1242,3039,fruit pastille,2023-07-15,14.69
1243,3041,jabuticaba,2023-08-07,4.65
1244,3044,elderberry,2023-07-08,13.46
1245,3045,collard green,2023-08-03,3.67
1246,3048,bacardi,2023-08-19,7.25
1247,3056,pops ,2023-07-25,5.58
1248,3058,applewood bacon,2023-06-19,8.81
1249,3060,jabuticaba,2023-08-22,19.69
1250,3061,mint sauce,2023-07-21,7.7
1251,3062,pilau,2023-08-20,8.6
1252,3068,rapini,2023-07-03,12.1
1253,3069,salt,2023-07-25,9.46
1254,3071,yorkshire pudding,2023-08-13,8.81
1255,3075,hamburger,2023-06-19,2.52
1256,3083,spiny lobster,2023-08-20,15.4
1257,3084,spinach,2023-08-07,7.64
1258,3085,huckleberry,2023-07-17,1.82
1259,3086,passion fruit juice,2023-07-19,10.13
1260,3087,gem squash,2023-08-08,9.27
1261,3091,cooking oil,2023-08-19,14.62
1262,3095,evergreen huckleberry,2023-07-14,8.51
1263,3096,applewood bacon,2023-08-03,12.92
1264,3097,elderberry,2023-08-09,7.74
1265,3099,donut,2023-08-22,15.31
1266,3100,syrup,2023-08-16,12.56
1267,3102,allspice,2023-07-31,9.39
1268,3107,boiled egg,2023-07-14,4.4
1269,3108,cracker,2023-08-02,6.86
1270,3109,beef bourguignonne,2023-08-23,10.49
1271,3113,ice cream bar,2023-08-20,17.97
1272,3114,suet,2023-06-23,14.95
1273,3120,seasoning,2023-08-16,17.32
1274,3122,syrup,2023-08-20,4.59
1275,3123,jabuticaba,2023-08-16,14.25
1276,3126,elderberry,2023-07-31,11.06
1277,3129,syrup,2023-08-10,14.59
1278,3135,huckleberry,2023-08-20,2.28
1279,3141,cooking oil,2023-08-04,23.08
1280,3142,bacardi,2023-06-09,4.07
1281,3147,veggie burger,2023-06-18,6.35
1282,3148,veggie burger,2023-08-03,19.1
1283,3150,liquor,2023-07-02,15.49
1284,3151,rice cake,2023-07-09,10.47
1285,3153,mint sauce,2023-08-15,3.84
1286,3154,huckleberry,2023-07-26,23.99
1287,3155,evergreen huckleberry,2023-07-31,8.45
1288,3157,champagne,2023-07-23,18.33
1289,3159,guinea hen,2023-08-12,6.11
1290,3160,cardamom,2023-08-06,12.51
1291,3164,spiny lobster,2023-06-19,5.73
1292,3166,cracker,2023-08-05,15.19
1293,3169,hamburger,2023-08-14,3.49
1294,3171,spinach,2023-08-05,2.55
1295,3174,cardamom,2023-07-26,1.3
1296,3178,allspice,2023-07-26,2.11
1297,3179,sambar,2023-08-13,16.92
1298,3186,liver loaf,2023-07-25,16.6
1299,3189,canola,2023-08-15,14.2
1300,3192,jabuticaba,2023-08-19,3.93
1301,3196,spiny lobster,2023-07-13,10.67
1302,3197,elderberry,2023-08-11,12.03
1303,3200,spinach,2023-08-03,16.59
1304,3202,sambar,2023-07-23,10.74
1305,3205,jabuticaba,2023-07-06,9.06
1306,3206,allspice,2023-07-23,7.19
1307,3207,chilli con carne,2023-07-24,14.19
